,001d2bb32f2cb84c02010603020db10f160db1333e15dd4cb82c2f,001d95ae2f2cb84c02010603020db10f160db1333e15dd4c,001d95ae2f2cb84c02010603020db10f160db1333e15dd4cb82c2f,001dd5b22f2cb84c0201,001dd5b22f2cb84c02010603020d,001dd5b22f2cb84c02010603020db10f160db1333e15dd4c,001dd5b22f2cb84c02010603020db10f160db1333e15dd4cb8,001df972322cb84c02010603,00243441242cb84c0201061aff4c00021537e3c299e7444f8eaafc9d12e0398c92242c3441c5daeb,002495ae2f2cb84c020106,002495ae2f2cb84c0201061aff4c000215,002495ae2f2cb84c0201061aff4c000215340100,0024aea7412cb84c0201061aff4c000215333e15dd353540769f8925d6,0024aea7412cb84c0201061aff4c000215333e15dd353540769f8925d62271ad94412c,0024d5b22f2cb84c020106,0024d5b22f2cb84c0201061aff4c000215340100dd353540769f8925d622e4c8104f79a7fb6e,0024d5b22f2cb84c0201069abf4c00021534,0024ef41242cb84c0201,0024ef41242cb84c0201061afe4c000215353e15dd353540769f8925962271ad,0024ef41242cb84c0201061aff4c,0024ef41242cb84c0201061aff4c00021535,0024ef41242cb84c0201061aff4c000215353e15dd353540,0024ef41242cb84c0201061aff4c000215353e15dd353540769f,0024ef41242cb84c0201061aff4c000215353e15dd353540769f8925d6,0024ef41242cb84c0201061aff4c000215353e15dd353540769f8925d62271,0024ef41242cb84c0201061aff4c000215353e15dd353540769f8925d62271ad96,0024ef41242cb84c0201061aff4c000215353e15dd353540769f8925d62271ad9624,0024ef41242cb84c0201061aff4c000215353e15dd353540769f8925d62271ad96242cef41c5,0024ef41242cb84c0201061aff4c000215353e15dd353540769f8925d62271ad96242cef41c51c,0024ef41242cb84c0201061aff4cdbb8d03bdb6df8bcad19546b5ddede4a,0024f972322cb84c0201061aff4c000215340100dd353540,0024f972322cb84c0201061aff4c000215340100dd353540769f8925d622,0024feb9202cb84c0201061aff4c00021537e3,0024feb9202cb84c0201061aff4c00021537e3c299e744,00253441242cb84c020106,002595ae2f2cb84c0201061aff4c000215340100dd,0025be40242cb84c0201061bffff6e17ff9596b93d5a,0025be40242cb84c0201061bffff6e17ff9596b93d5a2dae119b0e30ba5eed15c582,0025feb9202cb84c0201061bffffadabb64a,102495ae2d2cb84c020107
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
